Index,LoT,Time,pH,Temp
1,1,오전 9:01:42,1.04,48.19
2,1,오전 9:01:47,1.1,48.46
3,1,오전 9:01:52,1.14,48.64
4,1,오전 9:01:57,1.16,48.7
5,1,오전 9:02:02,1.16,48.72
6,1,오전 9:02:07,1.18,48.88
7,1,오전 9:02:12,1.25,48.92
8,1,오전 9:02:17,1.29,48.97
9,1,오전 9:02:22,1.31,49.01
10,1,오전 9:02:27,1.37,49.01
11,1,오전 9:02:32,1.4,49.03
12,1,오전 9:02:37,1.51,49.1
13,1,오전 9:02:42,1.56,49.12
14,1,오전 9:02:47,1.62,49.18
15,1,오전 9:02:52,1.62,49.26
16,1,오전 9:02:57,1.62,49.28
17,1,오전 9:03:02,1.64,49.35
18,1,오전 9:03:07,1.66,49.38
19,1,오전 9:03:12,1.67,49.43
20,1,오전 9:03:17,1.68,49.55
21,1,오전 9:03:22,1.72,49.59
22,1,오전 9:03:27,1.75,49.61
23,1,오전 9:03:32,1.78,49.62
24,1,오전 9:03:37,1.78,49.63
25,1,오전 9:03:42,1.79,49.7
26,1,오전 9:03:47,1.85,49.75
27,1,오전 9:03:52,1.87,49.75
28,1,오전 9:03:57,1.88,49.79
29,1,오전 9:04:02,1.89,49.8
30,1,오전 9:04:07,1.91,49.9
31,1,오전 9:04:12,1.93,49.93
32,1,오전 9:04:17,1.94,50.02
33,1,오전 9:04:22,1.97,50.06
34,1,오전 9:04:27,1.98,50.07
35,1,오전 9:04:32,2.02,50.08
36,1,오전 9:04:37,2.03,50.13
37,1,오전 9:04:42,2.03,50.17
38,1,오전 9:04:47,2.03,50.17
39,1,오전 9:04:52,2.03,50.19
40,1,오전 9:04:57,2.05,50.19
41,1,오전 9:05:02,2.07,50.19
42,1,오전 9:05:07,2.07,50.25
43,1,오전 9:05:13,2.08,50.29
44,1,오전 9:05:18,2.18,50.3
45,1,오전 9:05:23,2.24,50.3
46,1,오전 9:05:28,2.26,50.33
47,1,오전 9:05:33,2.33,50.4
48,1,오전 9:05:38,2.34,50.42
49,1,오전 9:05:43,2.35,50.45
50,1,오전 9:05:48,2.36,50.52
51,1,오전 9:05:53,2.38,50.54
52,1,오전 9:05:58,2.43,50.63
